"url_stazione","url_sensore","id_parametro","data_inizio_sensore","data_fine_sensore","quota_da_pc","altezza_supporto","note_sensore","copy_url_stazione","codice_istat_comune","codice_stazione","denominazione","indirizzo_localita","nazione","longitudine_e_wgs84_d","latitudine_n_wgs84_d","quota_stazione","esposizione","note","tipo_staz","data_inizio","data_fine","sigla_prov","comune","fk_id_punto_misura_meteo"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004130-900-1993-07-13/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004130-900-000TERMA-1993-07-13/","TERMA","1993-07-13","","0.0","1.44","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004130-900-1993-07-13/","004130","315","MONDOVI'","ISTITUTO AGRARIO","ITALIA","7.81056","44.39556","422","E","","HPT","1993-07-13","","CN","MONDOVI'","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004130-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004139-700-2000-07-27/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004139-700-000TERMA-2005-04-18/","TERMA","2005-04-18","","0.0","0.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004139-700-2000-07-27/","004139","385","MONTEROSSO GRANA","CENTRO ABITATO","ITALIA","7.32444","44.40944","720","S","","IPT","2005-01-01","","CN","MONTEROSSO GRANA","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004139-700/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004144-900-2002-04-18/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004144-900-000TERMA-2002-04-18/","TERMA","2002-04-18","","0.0","3.6","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004144-900-2002-04-18/","004144","S3215","MOROZZO","CANTATORE","ITALIA","7.69222","44.41778","440","SSE","","PT","2002-04-19","","CN","MOROZZO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004144-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004155-900-1989-07-04/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004155-900-000TERMA-1989-07-04/","TERMA","1989-07-04","1996-05-19","0.0","0.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004155-900-1989-07-04/","004155","134","VIOZENE","VIOZENE PIANCHE","ITALIA","7.75917","44.14444","1360","S","","HPT","1989-07-05","1996-05-19","CN","ORMEA","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004155-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004155-901-2001-09-20/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004155-901-000TERMA-2001-10-01/","TERMA","2001-10-01","","0.0","4.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004155-901-2001-09-20/","004155","S2590","PONTE DI NAVA TANARO","PONTE DI NAVA","ITALIA","7.8675","44.11778","840","NW","","IPT","2001-10-01","","CN","ORMEA","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004155-901/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004155-904-2020-11-06/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004155-904-000TERMA-2020-11-07/","TERMA","2020-11-07","","0.0","0.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004155-904-2020-11-06/","004155","S9161","ORMEA - STANTI","ALPEGGIO STANTI","ITALIA","7.8544","44.1872","1928","NNW","","HNT","2020-11-07","","CN","ORMEA","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004155-904/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004157-900-1993-05-12/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004157-900-000TERMA-1993-07-28/","TERMA","1993-07-28","","0.0","3.07","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004157-900-1993-05-12/","004157","277","PAESANA","BRIC BARSAIA","ITALIA","7.26276","44.66148","1257","E","","HNPT","1993-05-12","","CN","PAESANA","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004157-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004157-901-2005-04-21/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004157-901-000TERMA-2005-04-21/","TERMA","2005-04-21","","0.0","0.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004157-901-2005-04-21/","004157","S4151","PAESANA ERASCA","SS 26 KM 20 + 600","ITALIA","7.26361","44.68194","638","NE","","PT","2008-01-01","","CN","PAESANA","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004157-901/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004159-900-1997-10-14/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004159-900-000TERMA-1997-10-14/","TERMA","1997-10-14","","0.0","3.73","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004159-900-1997-10-14/","004159","311","PAMPARATO","SERRA","ITALIA","7.90444","44.28306","975","SE","","PT","1997-10-15","","CN","PAMPARATO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004159-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004160-900-2001-05-16/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004160-900-000TERMA-2001-05-16/","TERMA","2001-05-16","","0.0","0.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004160-900-2001-05-16/","004160","363","PAROLDO","BRIC PALUCO","ITALIA","8.08111","44.44583","810","SW","","PT","2001-05-17","","CN","PAROLDO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004160-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004162-900-1989-05-23/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004162-900-000TERMA-1989-05-23/","TERMA","1989-05-23","","0.0","2.67","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004162-900-1989-05-23/","004162","136","PERLO","FORNACA - CASCINA BRICCO","ITALIA","8.08333","44.33028","700","WSW","","HPT","1989-05-23","","CN","PERLO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004162-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004163-900-2002-04-18/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004163-900-000TERMA-2002-04-18/","TERMA","2002-04-18","","0.0","0.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004163-900-2002-04-18/","004163","S3099","PRADEBONI","TETTI GALLINA","ITALIA","7.63861","44.29861","985","NE","","PT","2002-04-19","","CN","PEVERAGNO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004163-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004172-900-1993-07-27/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004172-900-000TERMA-1993-07-27/","TERMA","1993-07-27","","0.0","3.1","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004172-900-1993-07-27/","004172","283","PONTECHIANALE","CASTELLO","ITALIA","7.0525","44.61194","1575","SW","","HNPT","1993-07-27","","CN","PONTECHIANALE","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004172-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004172-901-2002-10-04/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004172-901-000TERMA-2002-10-04/","TERMA","2002-10-04","2010-07-25","0.0","5.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004172-901-2002-10-04/","004172","S2899","MONVISO FINO 2010","COLLETTO FIUME","ITALIA","7.08827","44.66025","3325","ESE","","BNRTV","2002-10-05","2010-07-25","CN","PONTECHIANALE","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004172-901/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004172-901-2020-03-20/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004172-901-000TERMA-2020-03-20/","TERMA","2020-03-20","","0.0","5.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004172-901-2020-03-20/","004172","S2899","MONVISO","COLLETTO FIUME","ITALIA","7.08827","44.66025","3325","ESE","","BMRTV","2020-03-20","","CN","PONTECHIANALE","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004172-901/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004172-902-2004-09-01/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004172-902-000TERMA-2004-09-01/","TERMA","2004-09-01","","0.0","0.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004172-902-2004-09-01/","004172","S4063","COLLE DELL'AGNELLO","RICOVERINI","ITALIA","6.97861","44.68083","2685","SE","","GNPT","2004-09-02","","CN","PONTECHIANALE","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004172-902/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004175-900-1993-04-08/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004175-900-000TERMA-1993-04-08/","TERMA","1993-04-08","","0.0","3.76","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004175-900-1993-04-08/","004175","314","PRIERO","CASCINA BORGNIA","ITALIA","8.10806","44.37722","610","N","","HNPT","1993-04-08","","CN","PRIERO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004175-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004178-900-1995-12-13/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004178-900-000TERMA-1995-12-13/","TERMA","1995-12-13","","0.0","3.42","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004178-900-1995-12-13/","004178","322","PRUNETTO","BRIC DELLE FORCHE","ITALIA","8.16306","44.50972","751","SSW","","HPT","1995-12-13","","CN","PRUNETTO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004178-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004190-900-1997-10-15/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004190-900-000TERMA-1997-10-15/","TERMA","1997-10-15","","0.0","5.11","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004190-900-1997-10-15/","004190","309","RIFUGIO MONDOVI'","RIFUGIO HAWIS DE GIORGIO O MONDOVI'","ITALIA","7.73222","44.19167","1760","NE","","HNPTV","1997-10-16","","CN","ROCCAFORTE MONDOVI'","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004190-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004190-901-2004-05-18/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004190-901-000TERMA-2004-05-18/","TERMA","2004-05-18","","0.0","0.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004190-901-2004-05-18/","004190","S3950","ROCCAFORTE MONDOVI'","GHIRARDE","ITALIA","7.74417","44.31","595","NNE","","HPT","2004-05-19","","CN","ROCCAFORTE MONDOVI'","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004190-901/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004195-900-1997-04-28/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004195-900-000TERMA-1997-04-28/","TERMA","1997-04-28","","0.0","3.3","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004195-900-1997-04-28/","004195","329","RODDINO","POZZETTI","ITALIA","8.00861","44.57861","500","WNW","","HPT","1997-04-29","","CN","RODDINO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004195-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004196-900-1995-11-15/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004196-900-000TERMA-1995-11-15/","TERMA","1995-11-15","","0.0","3.21","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004196-900-1995-11-15/","004196","324","RODELLO","CASCINA MOSSIO","ITALIA","8.05306","44.63972","415","NNE","","HPT","1995-11-15","","CN","RODELLO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004196-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004201-900-1990-02-14/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004201-900-000TERMA-1990-02-14/","TERMA","1990-02-14","","0.0","1.41","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004201-900-1990-02-14/","004201","325","BERGALLI","BERGALLI","ITALIA","8.18222","44.40667","385","SW","","BGHPRTV","1990-02-14","","CN","SALICETO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004201-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004203-900-2001-01-18/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004203-900-000TERMA-2001-10-01/","TERMA","2001-10-01","","0.0","3.58","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004203-900-2001-01-18/","004203","S2583","SALUZZO","SAN LORENZO","ITALIA","7.47806","44.63222","535","ENE","","PT","2001-10-01","","CN","SALUZZO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004203-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004205-900-1987-10-08/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004205-900-000TERMA-1987-10-08/","TERMA","1987-10-08","","0.0","5.79","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004205-900-1987-10-08/","004205","002","PIAN DELLE BARACCHE","PIAN DELLE BARACCHE","ITALIA","7.13333","44.54889","2135","N","","NPRTV","1987-10-09","","CN","SAMPEYRE","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004205-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004207-900-2001-09-07/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004207-900-000TERMA-2001-10-01/","TERMA","2001-10-01","","0.0","3.55","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004207-900-2001-09-07/","004207","S2570","SAN DAMIANO MACRA","CHIABRERI","ITALIA","7.25028","44.50694","1095","S","","PT","2001-10-04","","CN","SAN DAMIANO MACRA","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004207-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004221-900-1989-07-05/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004221-900-000TERMA-1989-07-05/","TERMA","1989-07-05","","0.0","1.59","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004221-900-1989-07-05/","004221","137","SOMANO","ALBERE","ITALIA","8.01722","44.54083","626","WSW","","PT","1989-07-05","","CN","SOMANO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004221-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004230-900-1990-11-23/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004230-900-000TERMA-1990-11-23/","TERMA","1990-11-23","","0.0","1.29","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004230-900-1990-11-23/","004230","320","TREISO","CASCINA MONTARSINO","ITALIA","8.08194","44.6775","376","S","","BHPRT","1990-11-23","","CN","TREISO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004230-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004233-900-1993-07-29/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004233-900-000TERMA-1993-07-29/","TERMA","1993-07-29","","0.0","3.16","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004233-900-1993-07-29/","004233","303","VALDIERI","TERME DI VALDIERI","ITALIA","7.26806","44.20472","1390","W","","HNPT","1993-07-29","","CN","VALDIERI","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004233-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004239-900-2001-06-28/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004239-900-000TERMA-2001-10-01/","TERMA","2001-10-01","","0.0","0.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004239-900-2001-06-28/","004239","S2563","PALANFRE'","PALANFRE' GIAS CHIOT","ITALIA","7.48861","44.19333","1625","N","","NPT","2001-10-01","","CN","VERNANTE","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004239-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004246-900-1993-07-21/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004246-900-000TERMA-1993-07-21/","TERMA","1993-07-21","","0.0","1.55","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004246-900-1993-07-21/","004246","281","VILLANOVA SOLARO","BEALERA DEL MULINO - DEPURATORE COMUNALE","ITALIA","7.56972","44.73472","267","N","","HPRTV","1993-07-21","","CN","VILLANOVA SOLARO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004246-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004248-900-1987-09-24/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004248-900-000TERMA-1987-09-24/","TERMA","1987-09-24","","0.0","5.95","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004248-900-1987-09-24/","004248","001","COLLE LOMBARDA","COLLE LOMBARDA","ITALIA","7.14778","44.20778","2305","SW","","NPTV","1987-09-25","","CN","VINADIO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004248-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004248-901-1989-06-15/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004248-901-000TERMA-1989-06-15/","TERMA","1989-06-15","","0.0","4.8","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004248-901-1989-06-15/","004248","126","NERAISSA","NERAISSA","ITALIA","7.15167","44.32472","1433","ENE","","HPT","1989-06-16","","CN","VINADIO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004248-901/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004248-902-1999-09-02/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004248-902-000TERMA-1999-09-02/","TERMA","1999-09-02","","0.0","4.23","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004248-902-1999-09-02/","004248","359","VINADIO S. BERNOLFO","SAN BERNOLFO","ITALIA","7.04389","44.26167","1695","SE","","PT","1999-09-03","","CN","VINADIO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004248-902/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004249-900-2004-05-19/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-004249-900-000TERMA-2004-05-19/","TERMA","2004-05-19","","0.0","0.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-004249-900-2004-05-19/","004249","S3949","VIOLA","MADONNA DELLA NEVE","ITALIA","7.95389","44.28611","1050","ENE","","HPT","2004-05-20","","CN","VIOLA","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-004249-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005005-900-1998-05-19/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-005005-900-000TERMA-1998-05-19/","TERMA","1998-05-19","","0.0","3.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005005-900-1998-05-19/","005005","138","ASTI TANARO","BORGO TANARO","ITALIA","8.21222","44.885","117","N","Livelli idrometrici influenzati da traversa mobile a valle","IPT","1998-05-20","","AT","ASTI","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-005005-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005005-901-2005-03-17/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-005005-901-000TERMA-2005-03-17/","TERMA","2005-03-17","","0.0","1.5","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005005-901-2005-03-17/","005005","S4194","ASTI","ISTITUTO PENNA","ITALIA","8.19","44.91778","175","S","","BGHNPRTV","2005-03-26","","AT","ASTI","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-005005-901/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005012-900-2005-03-17/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-005012-900-000TERMA-2005-03-17/","TERMA","2005-03-17","","0.0","1.5","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005012-900-2005-03-17/","005012","S4195","BUTTIGLIERA D'ASTI","STRADA VECCHIA DI CHIERI","ITALIA","7.93278","45.02","290","SW","","HPRTV","2005-03-26","","AT","BUTTIGLIERA D'ASTI","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-005012-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005022-900-1996-08-29/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-005022-900-000TERMA-1997-06-17/","TERMA","1997-06-17","2007-10-05","0.0","0.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005022-900-1996-08-29/","005022","206","CASTAGNOLE LANZE","SAN GRATO","ITALIA","8.17861","44.75194","235","N","","HPT","1996-08-30","2007-10-05","AT","CASTAGNOLE DELLE LANZE","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-005022-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005022-901-2007-11-19/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-005022-901-000TERMA-2007-11-19/","TERMA","2007-11-19","","1.0","5.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005022-901-2007-11-19/","005022","S1728","CASTAGNOLE LANZE","BRIC DELLA GUARDIA","ITALIA","8.17305","44.73634","383","ESE","","HPT","2007-11-22","","AT","CASTAGNOLE DELLE LANZE","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-005022-901/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005025-900-1998-02-25/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-005025-900-000TERMA-1998-02-25/","TERMA","1998-02-25","","0.0","3.71","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005025-900-1998-02-25/","005025","174","CASTELL'ALFERO","SCUOLE MEDIE COMUNALI G.B.DE ROLANDIS","ITALIA","8.22278","44.98806","140","SSE","","PT","1998-02-26","","AT","CASTELL'ALFERO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-005025-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005060-900-2002-04-17/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-005060-900-000TERMA-2002-04-17/","TERMA","2002-04-17","","0.0","4.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005060-900-2002-04-17/","005060","S3228","LOAZZOLO","SANTA LIBERA","ITALIA","8.23333","44.67417","600","E","","HPT","2002-04-18","","AT","LOAZZOLO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-005060-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005064-700-1994-06-05/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-005064-700-000TERMA-1994-06-05/","TERMA","1994-06-05","","0.0","2.0","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005064-700-1994-06-05/","005064","236","MOMBALDONE BORMIDA","PONTE MENASCO","ITALIA","8.335","44.56889","208","N","","BHIPRT","2005-01-01","","AT","MOMBALDONE","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-005064-700/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005074-900-1988-02-03/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-005074-900-000TERMA-1988-02-03/","TERMA","1988-02-03","","0.0","8.75","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005074-900-1988-02-03/","005074","103","MONTALDO SCARAMPI","CASTELLO","ITALIA","8.25901","44.8293","289","ESE","Pluviometro ubicato sul tetto del locale dell'acquedotto. Piano del tetto dal suolo 2,65 m","HPTV","1988-02-04","","AT","MONTALDO SCARAMPI","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-005074-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005075-900-1989-04-06/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-005075-900-000TERMA-1989-04-06/","TERMA","1989-04-06","","0.0","1.8","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005075-900-1989-04-06/","005075","139","MONTECHIARO D'ASTI","ROVANELLO - BOREGNA - DEPURATORE COMUNALE","ITALIA","8.10111","45.00694","200","WSW","","HPRT","1989-04-07","","AT","MONTECHIARO D'ASTI","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-005075-900/"
"https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005080-900-1993-07-15/","https://utility.arpa.piemonte.it/meteoidro/sensore_meteo/PIE-005080-900-000TERMA-1993-07-15/","TERMA","1993-07-15","","0.0","1.87","","https://utility.arpa.piemonte.it/meteoidro/stazione_meteorologica/PIE-005080-900-1993-07-15/","005080","207","NIZZA MONFERRATO","INCIE","ITALIA","8.34583","44.76444","138","NNE","","HPT","1993-07-15","","AT","NIZZA MONFERRATO","https://utility.arpa.piemonte.it/meteoidro/punti_misura_meteo/PIE-005080-900/"
